Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2020.11.27;-5.0;756;Ю 1м/с;-7.0;758.0;Ю 1м/с
2020.11.28;-1.0;762;ЮВ 2м/с;-2.0;764.0;ЮВ 2м/с
2020.11.29;-2.0;770;В 2м/с;-6.0;772.0;В 2м/с
2020.11.30;-9.0;773;В 2м/с;-10.0;773.0;В 2м/с
2020.12.01;-7.0;771;В 3м/с;-8.0;771.0;В 3м/с
2020.12.02;-13.0;770;В 1м/с;-15.0;770.0;В 1м/с
2020.12.03;-12.0;770;З 1м/с;-16.0;770.0;З 1м/с
