Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2018.11.16;-2.0;770;З 1м/с;-9.0;770.0;З 1м/с
2018.11.17;0.0;761;З 4м/с;1.0;757.0;З 4м/с
2018.11.18;3.0;755;З 1м/с;-1.0;755.0;З 1м/с
2018.11.19;1.0;757;З 1м/с;0.0;757.0;З 1м/с
2018.11.20;1.0;753;СЗ 1м/с;-1.0;752.0;СЗ 1м/с
2018.11.21;-2.0;744;З 3м/с;-1.0;743.0;З 3м/с
2018.11.22;-3.0;740;ЮЗ 4м/с;-4.0;735.0;ЮЗ 4м/с
