Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2014.01.12;0.0;739;ЮЗ 2м/с;-1.0;741.0;ЮЗ 2м/с
2014.01.13;1.0;736;Ю 3м/с;1.0;737.0;Ю 3м/с
2014.01.14;0.0;740;ЮЗ 2м/с;-4.0;742.0;ЮЗ 2м/с
2014.01.15;-9.0;750;З 3м/с;-11.0;752.0;З 3м/с
2014.01.16;-10.0;753;В 2м/с;-8.0;747.0;В 2м/с
2014.01.17;-4.0;740;З 4м/с;-10.0;742.0;З 4м/с
2014.01.18;-11.0;747;З 3м/с;-15.0;747.0;З 3м/с
