Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2012.04.28;24.0;750;СЗ 2м/с;19.0;749.0;СЗ 2м/с
2012.04.29;22.0;748;З 3м/с;21.0;744.0;З 3м/с
2012.04.30;6.0;743;С 2м/с;7.0;745.0;С 2м/с
2012.05.01;11.0;745;С 2м/с;9.0;741.0;С 2м/с
2012.05.02;14.0;740;С 3м/с;8.0;744.0;С 3м/с
2012.05.03;13.0;740;З 2м/с;8.0;741.0;З 2м/с
2012.05.04;18.0;741;З 3м/с;10.0;746.0;З 3м/с
