Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2017.08.06;27.0;748;З 4м/с;22.0;749.0;З 4м/с
2017.08.07;28.0;752;С 2м/с;23.0;750.0;С 2м/с
2017.08.08;28.0;748;С 3м/с;20.0;751.0;С 3м/с
2017.08.09;25.0;752;С 2м/с;20.0;752.0;С 2м/с
2017.08.10;23.0;754;С 2м/с;17.0;754.0;С 2м/с
2017.08.11;25.0;752;ЮЗ 2м/с;22.0;749.0;ЮЗ 2м/с
2017.08.12;26.0;746;З 3м/с;21.0;748.0;З 3м/с
