Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2018.10.19;17.0;751;З 3м/с;13.0;750.0;З 3м/с
2018.10.20;13.0;749;З 2м/с;8.0;751.0;З 2м/с
2018.10.21;8.0;755;С 1м/с;7.0;757.0;С 1м/с
2018.10.22;9.0;757;З 1м/с;6.0;755.0;З 1м/с
2018.10.23;10.0;747;ЮВ 2м/с;9.0;743.0;ЮВ 2м/с
2018.10.24;11.0;740;ЮЗ 1м/с;9.0;740.0;ЮЗ 1м/с
2018.10.25;12.0;734;Ю 1м/с;11.0;731.0;Ю 1м/с
