Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2011.09.30;13.0;749;Ю 1м/с;5.0;748.0;Ю 1м/с
2011.10.01;12.0;737;ЮЗ 2м/с;9.0;735.0;ЮЗ 2м/с
2011.10.02;7.0;731;СВ 3м/с;7.0;732.0;СВ 3м/с
2011.10.03;10.0;737;ЮЗ 1м/с;9.0;739.0;ЮЗ 1м/с
2011.10.04;9.0;741;СЗ 2м/с;8.0;743.0;СЗ 2м/с
2011.10.05;9.0;744;ЮЗ 2м/с;10.0;742.0;ЮЗ 2м/с
2011.10.06;12.0;742;СЗ 2м/с;7.0;745.0;СЗ 2м/с
