Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2021.08.14;32.0;751;Ю 2м/с;23.0;751.0;Ю 2м/с
2021.08.15;28.0;752;В 2м/с;25.0;751.0;В 2м/с
2021.08.16;35.0;750;ЮЗ 2м/с;25.0;751.0;ЮЗ 2м/с
2021.08.17;34.0;751;З 2м/с;30.0;750.0;З 2м/с
2021.08.18;34.0;749;З 2м/с;25.0;749.0;З 2м/с
2021.08.19;38.0;749;СЗ 2м/с;32.0;749.0;СЗ 2м/с
2021.08.20;39.0;749;ЮВ 1м/с;31.0;749.0;ЮВ 1м/с
