Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2019.04.19;9.0;757;СЗ 2м/с;4.0;757.0;СЗ 2м/с
2019.04.20;13.0;756;З 1м/с;7.0;756.0;З 1м/с
2019.04.21;13.0;-;С 3м/с;9.0;755.0;С 3м/с
2019.04.22;16.0;755;С 1м/с;9.0;755.0;С 1м/с
2019.04.23;14.0;753;СЗ 3м/с;10.0;753.0;СЗ 3м/с
2019.04.24;17.0;752;З 2м/с;13.0;751.0;З 2м/с
2019.04.25;22.0;750;СЗ 2м/с;16.0;749.0;СЗ 2м/с
