Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2011.05.12;12.0;749;С 3м/с;9.0;750.0;С 3м/с
2011.05.13;12.0;748;С 2м/с;9.0;748.0;С 2м/с
2011.05.14;14.0;748;З 2м/с;12.0;749.0;З 2м/с
2011.05.15;15.0;752;СВ 2м/с;13.0;753.0;СВ 2м/с
2011.05.16;20.0;753;В 3м/с;20.0;752.0;В 3м/с
2011.05.17;22.0;753;ЮЗ 1м/с;18.0;754.0;ЮЗ 1м/с
2011.05.18;21.0;752;З 2м/с;19.0;752.0;З 2м/с
