Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2017.04.16;10.0;744;З 4м/с;9.0;745.0;З 4м/с
2017.04.17;14.0;746;З 3м/с;9.0;748.0;З 3м/с
2017.04.18;4.0;753;С 1м/с;2.0;753.0;С 1м/с
2017.04.19;5.0;749;СВ 3м/с;2.0;748.0;СВ 3м/с
2017.04.20;2.0;744;З 4м/с;0.0;748.0;З 4м/с
2017.04.21;6.0;750;СЗ 3м/с;4.0;749.0;СЗ 3м/с
2017.04.22;0.0;740;В 4м/с;0.0;737.0;В 4м/с
