Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2020.10.16;16.0;749;З 2м/с;16.0;745.0;З 2м/с
2020.10.17;8.0;753;С 1м/с;3.0;755.0;С 1м/с
2020.10.18;12.0;750;В 3м/с;14.0;746.0;В 3м/с
2020.10.19;13.0;749;З 2м/с;6.0;749.0;З 2м/с
2020.10.20;10.0;748;З 2м/с;7.0;748.0;З 2м/с
2020.10.21;3.0;749;З 2м/с;2.0;751.0;З 2м/с
2020.10.22;4.0;753;З 2м/с;-1.0;754.0;З 2м/с
