Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2012.11.25;-2.0;760;ЮВ 1м/с;-3.0;759.0;ЮВ 1м/с
2012.11.26;-3.0;754;Ю 2м/с;-3.0;752.0;Ю 2м/с
2012.11.27;-1.0;747;ЮЗ 2м/с;-1.0;746.0;ЮЗ 2м/с
2012.11.28;-3.0;749;СЗ 1м/с;-3.0;750.0;СЗ 1м/с
2012.11.29;-4.0;752;-;-5.0;751.0;-
2012.11.30;-3.0;752;В 4м/с;-2.0;750.0;В 4м/с
2012.12.01;4.0;749;ЮЗ 1м/с;5.0;750.0;ЮЗ 1м/с
