Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2014.11.23;-3.0;756;С 2м/с;-8.0;761.0;С 2м/с
2014.11.24;-11.0;770;ЮВ 1м/с;-13.0;770.0;ЮВ 1м/с
2014.11.25;-7.0;767;З 3м/с;-10.0;766.0;З 3м/с
2014.11.26;-7.0;760;З 3м/с;-9.0;759.0;З 3м/с
2014.11.27;-8.0;763;Ю 1м/с;-8.0;763.0;Ю 1м/с
2014.11.28;-8.0;766;В 1м/с;-8.0;766.0;В 1м/с
2014.11.29;-5.0;765;СВ 1м/с;-5.0;764.0;СВ 1м/с
