Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2021.02.05;1.0;735;ЮВ 3м/с;1.0;733.0;ЮВ 3м/с
2021.02.06;-10.0;736;З 4м/с;-14.0;738.0;З 4м/с
2021.02.07;-18.0;740;З 3м/с;-19.0;741.0;З 3м/с
2021.02.08;-19.0;747;З 3м/с;-21.0;751.0;З 3м/с
2021.02.09;-17.0;757;З 2м/с;-17.0;756.0;З 2м/с
2021.02.10;-15.0;752;В 2м/с;-16.0;753.0;В 2м/с
2021.02.11;-10.0;752;В 3м/с;-9.0;751.0;В 3м/с
