Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2012.09.01;12.0;747;СЗ 2м/с;10.0;748.0;СЗ 2м/с
2012.09.02;12.0;753;С 2м/с;7.0;754.0;С 2м/с
2012.09.03;16.0;751;З 2м/с;13.0;751.0;З 2м/с
2012.09.04;18.0;749;СЗ 1м/с;15.0;748.0;СЗ 1м/с
2012.09.05;21.0;746;ЮВ 1м/с;16.0;747.0;ЮВ 1м/с
2012.09.06;23.0;748;З 2м/с;15.0;748.0;З 2м/с
2012.09.07;24.0;743;ЮЗ 2м/с;20.0;742.0;ЮЗ 2м/с
