Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2016.10.23;1.0;772;В 2м/с;-1.0;773.0;В 2м/с
2016.10.24;2.0;774;С 1м/с;1.0;773.0;С 1м/с
2016.10.25;1.0;772;СВ 1м/с;0.0;771.0;СВ 1м/с
2016.10.26;0.0;770;Ю 1м/с;-1.0;769.0;Ю 1м/с
2016.10.27;3.0;767;В 2м/с;2.0;765.0;В 2м/с
2016.10.28;3.0;761;СВ 1м/с;-1.0;759.0;СВ 1м/с
2016.10.29;-1.0;752;С 1м/с;-1.0;750.0;С 1м/с
