Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2020.06.12;28.0;746;З 2м/с;23.0;748.0;З 2м/с
2020.06.13;21.0;750;СВ 3м/с;17.0;751.0;СВ 3м/с
2020.06.14;20.0;755;СВ 3м/с;17.0;755.0;СВ 3м/с
2020.06.15;23.0;755;С 2м/с;18.0;755.0;С 2м/с
2020.06.16;26.0;753;З 2м/с;19.0;752.0;З 2м/с
2020.06.17;28.0;749;СЗ 2м/с;21.0;749.0;СЗ 2м/с
2020.06.18;26.0;749;СВ 3м/с;19.0;752.0;СВ 3м/с
