Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2015.03.01;-2.0;758;В 3м/с;-5.0;758.0;В 3м/с
2015.03.02;-2.0;756;ЮВ 2м/с;-6.0;756.0;ЮВ 2м/с
2015.03.03;-3.0;755;В 2м/с;-6.0;755.0;В 2м/с
2015.03.04;-2.0;752;В 1м/с;-8.0;752.0;В 1м/с
2015.03.05;-8.0;755;ЮВ 2м/с;-11.0;756.0;ЮВ 2м/с
2015.03.06;-6.0;758;ЮВ 1м/с;-11.0;759.0;ЮВ 1м/с
2015.03.07;-7.0;758;В 1м/с;-10.0;758.0;В 1м/с
