Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2018.02.21;-6.0;751;З 2м/с;-11.0;752.0;З 2м/с
2018.02.22;-10.0;754;З 1м/с;-15.0;755.0;З 1м/с
2018.02.23;-11.0;756;-;-18.0;756.0;-
2018.02.24;-12.0;756;ЮВ 2м/с;-14.0;755.0;ЮВ 2м/с
2018.02.25;-9.0;752;С 3м/с;-12.0;752.0;С 3м/с
2018.02.26;-12.0;750;СЗ 1м/с;-14.0;750.0;СЗ 1м/с
2018.02.27;-12.0;757;С 3м/с;-18.0;759.0;С 3м/с
