Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2013.12.15;-9.0;741;СЗ 4м/с;-10.0;743.0;СЗ 4м/с
2013.12.16;-13.0;751;СЗ 3м/с;-11.0;753.0;СЗ 3м/с
2013.12.17;-9.0;753;Ю 1м/с;-7.0;750.0;Ю 1м/с
2013.12.18;0.0;741;З 2м/с;1.0;744.0;З 2м/с
2013.12.19;0.0;748;СЗ 2м/с;-4.0;752.0;СЗ 2м/с
2013.12.20;-9.0;759;З 1м/с;-8.0;760.0;З 1м/с
2013.12.21;-3.0;756;ЮЗ 3м/с;-3.0;753.0;ЮЗ 3м/с
