Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2011.11.11;-1.0;755;СВ 2м/с;-2.0;755.0;СВ 2м/с
2011.11.12;-2.0;757;С 1м/с;-3.0;759.0;С 1м/с
2011.11.13;-3.0;760;СЗ 2м/с;-5.0;756.0;СЗ 2м/с
2011.11.14;-2.0;751;З 2м/с;-3.0;749.0;З 2м/с
2011.11.15;-2.0;740;З 3м/с;-3.0;740.0;З 3м/с
2011.11.16;-6.0;744;ЮЗ 3м/с;-5.0;744.0;ЮЗ 3м/с
2011.11.17;-6.0;745;ЮЗ 3м/с;-6.0;741.0;ЮЗ 3м/с
