Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2010.12.09;-1.0;750;ЮВ 1м/с;-1.0;750.0;ЮВ 1м/с
2010.12.10;0.0;747;В 3м/с;0.0;746.0;В 3м/с
2010.12.11;2.0;746;В 4м/с;0.0;748.0;В 4м/с
2010.12.12;-3.0;749;В 3м/с;-4.0;749.0;В 3м/с
2010.12.13;-3.0;746;В 4м/с;-3.0;745.0;В 4м/с
2010.12.14;-2.0;745;ЮВ 2м/с;-2.0;746.0;ЮВ 2м/с
2010.12.15;-3.0;749;ЮЗ 2м/с;-2.0;749.0;ЮЗ 2м/с
