Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2017.06.04;13.0;745;З 5м/с;9.0;747.0;З 5м/с
2017.06.05;13.0;751;З 1м/с;8.0;752.0;З 1м/с
2017.06.06;19.0;747;З 3м/с;18.0;747.0;З 3м/с
2017.06.07;16.0;748;С 2м/с;13.0;748.0;С 2м/с
2017.06.08;17.0;746;СЗ 3м/с;13.0;746.0;СЗ 3м/с
2017.06.09;18.0;749;СЗ 2м/с;14.0;749.0;СЗ 2м/с
2017.06.10;24.0;749;З 2м/с;15.0;748.0;З 2м/с
