Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2014.03.23;9.0;751;З 2м/с;4.0;753.0;З 2м/с
2014.03.24;11.0;755;ЮЗ 2м/с;5.0;756.0;ЮЗ 2м/с
2014.03.25;9.0;755;Ю 3м/с;7.0;755.0;Ю 3м/с
2014.03.26;13.0;752;ЮЗ 2м/с;3.0;754.0;ЮЗ 2м/с
2014.03.27;4.0;756;СВ 2м/с;1.0;753.0;СВ 2м/с
2014.03.28;7.0;740;З 3м/с;-1.0;739.0;З 3м/с
2014.03.29;2.0;740;СВ 3м/с;-1.0;741.0;СВ 3м/с
