Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2012.10.13;10.0;742;З 2м/с;8.0;743.0;З 2м/с
2012.10.14;7.0;750;СЗ 3м/с;6.0;753.0;СЗ 3м/с
2012.10.15;10.0;758;З 3м/с;4.0;759.0;З 3м/с
2012.10.16;13.0;760;-;10.0;760.0;-
2012.10.17;10.0;758;В 2м/с;9.0;758.0;В 2м/с
2012.10.18;15.0;759;ЮЗ 2м/с;14.0;760.0;ЮЗ 2м/с
2012.10.19;17.0;761;ЮЗ 3м/с;12.0;761.0;ЮЗ 3м/с
