Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2019.02.15;-5.0;749;ЮЗ 2м/с;-6.0;743.0;ЮЗ 2м/с
2019.02.16;2.0;740;З 2м/с;0.0;740.0;З 2м/с
2019.02.17;-1.0;734;ЮЗ 2м/с;-2.0;729.0;ЮЗ 2м/с
2019.02.18;-1.0;729;С 2м/с;-6.0;734.0;С 2м/с
2019.02.19;-10.0;746;СЗ 4м/с;-10.0;747.0;СЗ 4м/с
2019.02.20;-3.0;745;ЮЗ 2м/с;-4.0;744.0;ЮЗ 2м/с
2019.02.21;-5.0;742;Ю 2м/с;-2.0;740.0;Ю 2м/с
