Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2020.05.01;23.0;746;ЮЗ 3м/с;19.0;746.0;ЮЗ 3м/с
2020.05.02;15.0;750;С 2м/с;10.0;751.0;С 2м/с
2020.05.03;19.0;753;В 2м/с;14.0;753.0;В 2м/с
2020.05.04;23.0;754;В 2м/с;19.0;753.0;В 2м/с
2020.05.05;25.0;754;В 3м/с;19.0;753.0;В 3м/с
2020.05.06;18.0;751;В 3м/с;18.0;748.0;В 3м/с
2020.05.07;26.0;746;ЮВ 2м/с;21.0;746.0;ЮВ 2м/с
