Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2015.04.19;10.0;737;В 2м/с;7.0;737.0;В 2м/с
2015.04.20;3.0;733;З 5м/с;4.0;737.0;З 5м/с
2015.04.21;6.0;740;З 2м/с;4.0;742.0;З 2м/с
2015.04.22;7.0;740;-;1.0;739.0;-
2015.04.23;7.0;740;ЮЗ 5м/с;6.0;740.0;ЮЗ 5м/с
2015.04.24;11.0;736;З 4м/с;8.0;740.0;З 4м/с
2015.04.25;10.0;740;Ю 2м/с;6.0;740.0;Ю 2м/с
