Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2013.04.07;13.0;740;Ю 1м/с;9.0;739.0;Ю 1м/с
2013.04.08;5.0;744;З 2м/с;3.0;745.0;З 2м/с
2013.04.09;2.0;745;С 2м/с;1.0;747.0;С 2м/с
2013.04.10;8.0;751;СВ 4м/с;5.0;749.0;СВ 4м/с
2013.04.11;2.0;749;СЗ 3м/с;1.0;751.0;СЗ 3м/с
2013.04.12;2.0;753;С 1м/с;0.0;752.0;С 1м/с
2013.04.13;1.0;753;СЗ 3м/с;0.0;754.0;СЗ 3м/с
