Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2009.02.12;-5.0;754;ЮВ 2м/с;-5.0;754.0;ЮВ 2м/с
2009.02.13;-5.0;751;ЮВ 3м/с;-7.0;751.0;ЮВ 3м/с
2009.02.14;-2.0;756;-;-3.0;756.0;-
2009.02.15;-2.0;756;В 2м/с;-5.0;756.0;В 2м/с
2009.02.16;-2.0;756;В 3м/с;-7.0;756.0;В 3м/с
2009.02.17;-3.0;756;В 2м/с;-4.0;756.0;В 2м/с
2009.02.18;-3.0;755;В 1м/с;-7.0;756.0;В 1м/с
