Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2018.07.25;31.0;753;В 2м/с;27.0;753.0;В 2м/с
2018.07.26;33.0;755;ЮВ 2м/с;28.0;755.0;ЮВ 2м/с
2018.07.27;32.0;755;ЮВ 2м/с;28.0;755.0;ЮВ 2м/с
2018.07.28;32.0;752;Ю 1м/с;23.0;752.0;Ю 1м/с
2018.07.29;27.0;751;С 2м/с;18.0;752.0;С 2м/с
2018.07.30;19.0;752;С 2м/с;19.0;752.0;С 2м/с
2018.07.31;26.0;753;В 3м/с;22.0;753.0;В 3м/с
