Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2012.06.02;25.0;746;З 2м/с;19.0;746.0;З 2м/с
2012.06.03;20.0;743;З 5м/с;14.0;746.0;З 5м/с
2012.06.04;12.0;746;З 2м/с;11.0;748.0;З 2м/с
2012.06.05;21.0;749;ЮЗ 2м/с;19.0;749.0;ЮЗ 2м/с
2012.06.06;22.0;747;-;21.0;746.0;-
2012.06.07;29.0;743;В 2м/с;26.0;741.0;В 2м/с
2012.06.08;33.0;741;ЮЗ 3м/с;21.0;742.0;ЮЗ 3м/с
