Дата;День_температура;День_давление;День_ветер;Вечер_температура;Вечер_давление;Вечер_ветер
2016.06.19;31.0;752;З 2м/с;27.0;752.0;З 2м/с
2016.06.20;30.0;752;З 1м/с;24.0;753.0;З 1м/с
2016.06.21;30.0;754;С 2м/с;26.0;754.0;С 2м/с
2016.06.22;31.0;752;С 2м/с;23.0;752.0;С 2м/с
2016.06.23;27.0;749;СЗ 4м/с;23.0;749.0;СЗ 4м/с
2016.06.24;26.0;749;СЗ 3м/с;22.0;749.0;СЗ 3м/с
2016.06.25;20.0;750;З 1м/с;18.0;750.0;З 1м/с
