ฤๅํü_๒ๅ์๏ๅ๐เ๒๓๐เ;ฤๅํü_ไเโ๋ๅํ่ๅ;ฤๅํü_โๅ๒ๅ๐;ยๅ๗ๅ๐_๒ๅ์๏ๅ๐เ๒๓๐เ;ยๅ๗ๅ๐_ไเโ๋ๅํ่ๅ;ยๅ๗ๅ๐_โๅ๒ๅ๐
1.0;747;Þ 3์/๑;0.0;748.0;Þ 3์/๑
1.0;747;ย 1์/๑;0.0;744.0;ย 1์/๑
0.0;750;ว 3์/๑;-2.0;751.0;ว 3์/๑
-1.0;751;ั 2์/๑;-6.0;753.0;ั 2์/๑
-2.0;755;ั 2์/๑;-6.0;755.0;ั 2์/๑
2.0;757;ั 2์/๑;-5.0;756.0;ั 2์/๑
1.0;753;ว 1์/๑;-4.0;753.0;ว 1์/๑
2.0;752;ว 1์/๑;-4.0;753.0;ว 1์/๑
1.0;756;-;-3.0;756.0;-
2.0;753;ว 1์/๑;-3.0;753.0;ว 1์/๑
3.0;745;Þ 2์/๑;-1.0;742.0;Þ 2์/๑
1.0;727;Þ 3์/๑;0.0;731.0;Þ 3์/๑
-1.0;737;Þว 3์/๑;-5.0;741.0;Þว 3์/๑
-1.0;744;ย 3์/๑;-3.0;741.0;ย 3์/๑
5.0;741;ัว 1์/๑;-1.0;743.0;ัว 1์/๑
7.0;743;ย 2์/๑;4.0;744.0;ย 2์/๑
3.0;750;-;1.0;751.0;-
12.0;754;Þย 1์/๑;8.0;755.0;Þย 1์/๑
11.0;759;Þย 1์/๑;9.0;759.0;Þย 1์/๑
16.0;761;Þย 1์/๑;11.0;759.0;Þย 1์/๑
16.0;756;Þว 4์/๑;11.0;756.0;Þว 4์/๑
16.0;749;Þว 4์/๑;12.0;747.0;Þว 4์/๑
6.0;741;Þว 2์/๑;3.0;740.0;Þว 2์/๑
1.0;741;ัว 4์/๑;0.0;743.0;ัว 4์/๑
1.0;740;ัย 1์/๑;0.0;742.0;ัย 1์/๑
2.0;747;ัว 3์/๑;-1.0;748.0;ัว 3์/๑
4.0;747;Þว 1์/๑;2.0;746.0;Þว 1์/๑
4.0;738;ว 4์/๑;1.0;744.0;ว 4์/๑
1.0;751;ัว 3์/๑;-2.0;753.0;ัว 3์/๑
0.0;755;ั 3์/๑;-2.0;756.0;ั 3์/๑
2.0;755;ั 4์/๑;-1.0;756.0;ั 4์/๑
6.0;753;ั 5์/๑;2.0;754.0;ั 5์/๑
7.0;755;ัว 3์/๑;3.0;756.0;ัว 3์/๑
9.0;752;ัว 2์/๑;5.0;751.0;ัว 2์/๑
9.0;751;Þ 1์/๑;6.0;750.0;Þ 1์/๑
12.0;750;Þ 3์/๑;8.0;749.0;Þ 3์/๑
14.0;748;Þว 4์/๑;10.0;747.0;Þว 4์/๑
3.0;750;ัย 3์/๑;0.0;750.0;ัย 3์/๑
16.0;742;Þ 7์/๑;14.0;741.0;Þ 7์/๑
2.0;741;-;2.0;741.0;-
3.0;738;ั 3์/๑;1.0;740.0;ั 3์/๑
4.0;738;ัว 2์/๑;0.0;738.0;ัว 2์/๑
0.0;742;ว 2์/๑;-2.0;744.0;ว 2์/๑
4.0;744;ว 3์/๑;3.0;746.0;ว 3์/๑
9.0;750;Þว 2์/๑;7.0;749.0;Þว 2์/๑
8.0;749;ั 4์/๑;7.0;749.0;ั 4์/๑
10.0;750;ัว 2์/๑;6.0;752.0;ัว 2์/๑
21.0;747;ว 3์/๑;15.0;747.0;ว 3์/๑
23.0;750;ว 2์/๑;19.0;749.0;ว 2์/๑
24.0;746;Þว 5์/๑;17.0;745.0;Þว 5์/๑
26.0;743;Þว 2์/๑;20.0;742.0;Þว 2์/๑
12.0;743;ั 3์/๑;6.0;745.0;ั 3์/๑
13.0;749;ั 3์/๑;10.0;750.0;ั 3์/๑
19.0;749;ัว 3์/๑;13.0;750.0;ัว 3์/๑
21.0;749;Þว 4์/๑;18.0;750.0;Þว 4์/๑
24.0;749;Þว 2์/๑;17.0;750.0;Þว 2์/๑
23.0;750;Þ 2์/๑;19.0;749.0;Þ 2์/๑
22.0;745;Þย 4์/๑;18.0;744.0;Þย 4์/๑
25.0;743;ย 1์/๑;18.0;744.0;ย 1์/๑
20.0;743;ย 3์/๑;16.0;744.0;ย 3์/๑
24.0;747;ั 2์/๑;17.0;750.0;ั 2์/๑
24.0;750;ว 3์/๑;16.0;750.0;ว 3์/๑
21.0;750;Þย 1์/๑;15.0;750.0;Þย 1์/๑
21.0;744;ย 2์/๑;15.0;743.0;ย 2์/๑
19.0;743;Þว 2์/๑;15.0;744.0;Þว 2์/๑
15.0;744;ว 3์/๑;11.0;744.0;ว 3์/๑
12.0;743;ว 3์/๑;9.0;743.0;ว 3์/๑
10.0;747;ว 2์/๑;8.0;748.0;ว 2์/๑
11.0;750;Þว 2์/๑;9.0;749.0;Þว 2์/๑
12.0;746;ัว 3์/๑;11.0;745.0;ัว 3์/๑
19.0;747;ั 3์/๑;14.0;748.0;ั 3์/๑
16.0;747;ว 4์/๑;11.0;747.0;ว 4์/๑
16.0;751;ั 2์/๑;10.0;753.0;ั 2์/๑
17.0;751;Þ 2์/๑;14.0;750.0;Þ 2์/๑
23.0;744;Þ 4์/๑;17.0;744.0;Þ 4์/๑
11.0;738;Þย 4์/๑;13.0;741.0;Þย 4์/๑
18.0;743;Þว 2์/๑;13.0;744.0;Þว 2์/๑
22.0;747;ั 2์/๑;17.0;749.0;ั 2์/๑
24.0;751;Þว 1์/๑;16.0;752.0;Þว 1์/๑
25.0;753;ย 2์/๑;22.0;753.0;ย 2์/๑
28.0;750;ัว 2์/๑;22.0;750.0;ัว 2์/๑
23.0;749;ั 4์/๑;18.0;750.0;ั 4์/๑
22.0;751;ั 3์/๑;19.0;749.0;ั 3์/๑
27.0;746;ว 4์/๑;23.0;745.0;ว 4์/๑
28.0;746;Þว 5์/๑;24.0;745.0;Þว 5์/๑
30.0;744;Þ 5์/๑;26.0;744.0;Þ 5์/๑
26.0;745;ัว 2์/๑;24.0;745.0;ัว 2์/๑
28.0;743;ั 2์/๑;22.0;744.0;ั 2์/๑
24.0;747;ว 2์/๑;16.0;750.0;ว 2์/๑
25.0;751;Þว 3์/๑;25.0;751.0;Þว 3์/๑
30.0;752;ว 2์/๑;19.0;753.0;ว 2์/๑
26.0;754;ัว 2์/๑;19.0;756.0;ัว 2์/๑
28.0;753;ว 2์/๑;28.0;753.0;ว 2์/๑
31.0;752;-;27.0;752.0;-
35.0;750;ย 2์/๑;26.0;750.0;ย 2์/๑
35.0;750;ว 2์/๑;29.0;750.0;ว 2์/๑
36.0;748;Þย 2์/๑;26.0;748.0;Þย 2์/๑
34.0;747;ย 3์/๑;24.0;748.0;ย 3์/๑
29.0;750;ว 3์/๑;24.0;750.0;ว 3์/๑
28.0;747;Þ 2์/๑;21.0;747.0;Þ 2์/๑
19.0;749;ัว 3์/๑;17.0;750.0;ัว 3์/๑
23.0;752;ว 2์/๑;20.0;751.0;ว 2์/๑
30.0;752;Þว 2์/๑;23.0;752.0;Þว 2์/๑
31.0;753;ว 1์/๑;24.0;753.0;ว 1์/๑
27.0;753;ย 2์/๑;20.0;754.0;ย 2์/๑
23.0;754;ัย 2์/๑;20.0;754.0;ัย 2์/๑
23.0;754;ย 2์/๑;20.0;753.0;ย 2์/๑
26.0;753;ั 3์/๑;20.0;753.0;ั 3์/๑
25.0;755;ัย 2์/๑;20.0;756.0;ัย 2์/๑
27.0;754;ว 3์/๑;21.0;753.0;ว 3์/๑
28.0;747;ว 5์/๑;20.0;747.0;ว 5์/๑
21.0;751;ั 2์/๑;15.0;753.0;ั 2์/๑
20.0;752;ัว 3์/๑;16.0;752.0;ัว 3์/๑
24.0;747;ัว 3์/๑;19.0;744.0;ัว 3์/๑
25.0;737;ว 4์/๑;16.0;737.0;ว 4์/๑
20.0;728;ย 2์/๑;16.0;733.0;ย 2์/๑
18.0;737;ัว 2์/๑;14.0;738.0;ัว 2์/๑
18.0;737;ย 1์/๑;15.0;736.0;ย 1์/๑
14.0;738;ว 3์/๑;12.0;742.0;ว 3์/๑
22.0;748;ัว 4์/๑;16.0;750.0;ัว 4์/๑
25.0;749;Þว 2์/๑;18.0;748.0;Þว 2์/๑
21.0;747;-;19.0;747.0;-
28.0;747;ัว 1์/๑;22.0;747.0;ัว 1์/๑
29.0;748;ัย 2์/๑;24.0;748.0;ัย 2์/๑
29.0;748;ว 2์/๑;25.0;747.0;ว 2์/๑
31.0;748;ย 2์/๑;25.0;748.0;ย 2์/๑
32.0;748;ั 2์/๑;27.0;749.0;ั 2์/๑
29.0;749;ั 2์/๑;23.0;750.0;ั 2์/๑
29.0;749;ว 1์/๑;23.0;747.0;ว 1์/๑
31.0;745;ว 3์/๑;25.0;746.0;ว 3์/๑
31.0;745;ัว 2์/๑;24.0;745.0;ัว 2์/๑
30.0;746;ั 3์/๑;24.0;746.0;ั 3์/๑
31.0;747;ย 2์/๑;27.0;746.0;ย 2์/๑
27.0;742;ัย 2์/๑;23.0;743.0;ัย 2์/๑
20.0;746;ว 1์/๑;19.0;746.0;ว 1์/๑
26.0;747;Þว 4์/๑;19.0;747.0;Þว 4์/๑
27.0;746;ว 2์/๑;22.0;745.0;ว 2์/๑
30.0;745;ัว 2์/๑;25.0;745.0;ัว 2์/๑
30.0;746;Þ 2์/๑;26.0;747.0;Þ 2์/๑
30.0;747;Þย 1์/๑;23.0;746.0;Þย 1์/๑
33.0;745;ัย 1์/๑;28.0;746.0;ัย 1์/๑
29.0;745;Þว 1์/๑;24.0;744.0;Þว 1์/๑
24.0;742;ย 1์/๑;21.0;742.0;ย 1์/๑
27.0;743;ัว 2์/๑;22.0;744.0;ัว 2์/๑
25.0;746;ัย 2์/๑;20.0;746.0;ัย 2์/๑
26.0;747;ว 1์/๑;19.0;747.0;ว 1์/๑
29.0;746;ว 2์/๑;23.0;744.0;ว 2์/๑
24.0;741;ัย 1์/๑;19.0;740.0;ัย 1์/๑
20.0;742;ั 4์/๑;14.0;745.0;ั 4์/๑
19.0;745;ั 3์/๑;16.0;746.0;ั 3์/๑
16.0;746;ัว 1์/๑;14.0;747.0;ัว 1์/๑
16.0;747;ว 1์/๑;12.0;749.0;ว 1์/๑
20.0;747;ว 2์/๑;18.0;747.0;ว 2์/๑
25.0;748;ว 2์/๑;20.0;749.0;ว 2์/๑
28.0;750;ย 1์/๑;22.0;750.0;ย 1์/๑
21.0;749;Þย 1์/๑;18.0;747.0;Þย 1์/๑
19.0;744;ว 3์/๑;20.0;744.0;ว 3์/๑
23.0;745;ว 4์/๑;19.0;744.0;ว 4์/๑
23.0;744;ว 3์/๑;16.0;745.0;ว 3์/๑
23.0;747;ว 3์/๑;19.0;748.0;ว 3์/๑
29.0;748;Þว 4์/๑;20.0;748.0;Þว 4์/๑
31.0;748;ว 1์/๑;26.0;748.0;ว 1์/๑
25.0;747;Þ 2์/๑;18.0;747.0;Þ 2์/๑
25.0;743;ั 2์/๑;19.0;741.0;ั 2์/๑
15.0;745;ย 1์/๑;15.0;745.0;ย 1์/๑
20.0;742;Þว 2์/๑;15.0;742.0;Þว 2์/๑
20.0;746;ั 2์/๑;15.0;748.0;ั 2์/๑
21.0;747;ั 2์/๑;14.0;747.0;ั 2์/๑
22.0;744;ว 2์/๑;17.0;745.0;ว 2์/๑
23.0;746;ั 2์/๑;17.0;747.0;ั 2์/๑
21.0;747;ว 1์/๑;16.0;747.0;ว 1์/๑
23.0;745;ว 2์/๑;19.0;744.0;ว 2์/๑
21.0;747;ัว 1์/๑;17.0;748.0;ัว 1์/๑
23.0;751;ัย 2์/๑;17.0;753.0;ัย 2์/๑
23.0;757;ย 1์/๑;16.0;758.0;ย 1์/๑
26.0;756;ั 1์/๑;16.0;756.0;ั 1์/๑
27.0;756;ว 2์/๑;19.0;756.0;ว 2์/๑
27.0;756;ย 2์/๑;22.0;756.0;ย 2์/๑
26.0;755;ย 2์/๑;22.0;755.0;ย 2์/๑
28.0;755;ย 1์/๑;23.0;756.0;ย 1์/๑
28.0;757;ย 2์/๑;18.0;758.0;ย 2์/๑
28.0;758;ว 1์/๑;18.0;759.0;ว 1์/๑
26.0;757;ัว 2์/๑;18.0;756.0;ัว 2์/๑
19.0;752;ัว 3์/๑;17.0;751.0;ัว 3์/๑
24.0;749;-;21.0;750.0;-
21.0;749;ย 1์/๑;17.0;750.0;ย 1์/๑
21.0;750;ัย 2์/๑;19.0;750.0;ัย 2์/๑
25.0;750;ย 1์/๑;20.0;751.0;ย 1์/๑
21.0;750;ั 1์/๑;15.0;751.0;ั 1์/๑
17.0;752;ั 2์/๑;13.0;753.0;ั 2์/๑
17.0;753;Þย 1์/๑;15.0;750.0;Þย 1์/๑
15.0;747;Þ 2์/๑;15.0;746.0;Þ 2์/๑
13.0;747;ย 1์/๑;7.0;748.0;ย 1์/๑
14.0;750;ัว 3์/๑;6.0;750.0;ัว 3์/๑
14.0;753;-;8.0;752.0;-
18.0;749;Þว 3์/๑;16.0;749.0;Þว 3์/๑
18.0;744;Þว 2์/๑;13.0;744.0;Þว 2์/๑
17.0;741;ว 2์/๑;16.0;741.0;ว 2์/๑
13.0;744;Þ 1์/๑;9.0;744.0;Þ 1์/๑
13.0;744;-;10.0;747.0;-
17.0;751;ว 2์/๑;10.0;752.0;ว 2์/๑
15.0;750;Þว 2์/๑;14.0;749.0;Þว 2์/๑
13.0;747;Þว 3์/๑;16.0;744.0;Þว 3์/๑
13.0;741;ย 2์/๑;13.0;741.0;ย 2์/๑
9.0;744;ั 2์/๑;4.0;747.0;ั 2์/๑
12.0;746;Þ 5์/๑;11.0;744.0;Þ 5์/๑
11.0;748;Þว 3์/๑;7.0;749.0;Þว 3์/๑
12.0;753;ั 1์/๑;8.0;754.0;ั 1์/๑
11.0;748;Þ 2์/๑;8.0;744.0;Þ 2์/๑
12.0;744;ว 5์/๑;7.0;746.0;ว 5์/๑
8.0;752;ัว 2์/๑;7.0;754.0;ัว 2์/๑
11.0;754;Þว 3์/๑;11.0;753.0;Þว 3์/๑
17.0;749;Þว 6์/๑;12.0;747.0;Þว 6์/๑
9.0;751;ัว 3์/๑;2.0;755.0;ัว 3์/๑
10.0;757;ว 2์/๑;4.0;758.0;ว 2์/๑
10.0;756;Þย 3์/๑;6.0;756.0;Þย 3์/๑
18.0;753;Þ 2์/๑;13.0;753.0;Þ 2์/๑
20.0;754;Þย 2์/๑;14.0;755.0;Þย 2์/๑
19.0;757;Þ 2์/๑;13.0;758.0;Þ 2์/๑
17.0;758;ว 1์/๑;14.0;759.0;ว 1์/๑
18.0;756;Þ 2์/๑;13.0;756.0;Þ 2์/๑
18.0;756;Þ 1์/๑;15.0;757.0;Þ 1์/๑
21.0;756;Þ 2์/๑;17.0;756.0;Þ 2์/๑
17.0;756;ว 1์/๑;10.0;756.0;ว 1์/๑
10.0;757;ัย 1์/๑;8.0;758.0;ัย 1์/๑
11.0;760;ย 2์/๑;5.0;763.0;ย 2์/๑
7.0;759;ย 2์/๑;6.0;756.0;ย 2์/๑
6.0;749;-;7.0;747.0;-
3.0;753;ั 4์/๑;-1.0;758.0;ั 4์/๑
2.0;762;-;-2.0;762.0;-
3.0;757;Þว 2์/๑;2.0;755.0;Þว 2์/๑
6.0;751;Þ 3์/๑;2.0;750.0;Þ 3์/๑
3.0;743;Þย 2์/๑;4.0;742.0;Þย 2์/๑
6.0;742;Þว 3์/๑;3.0;744.0;Þว 3์/๑
1.0;749;ว 3์/๑;0.0;750.0;ว 3์/๑
0.0;750;ว 3์/๑;-2.0;751.0;ว 3์/๑
-1.0;753;ัย 2์/๑;-3.0;754.0;ัย 2์/๑
-3.0;754;ั 2์/๑;-6.0;754.0;ั 2์/๑
-4.0;754;ัย 2์/๑;-3.0;754.0;ัย 2์/๑
-3.0;757;ัย 1์/๑;-2.0;759.0;ัย 1์/๑
0.0;761;ัย 1์/๑;0.0;762.0;ัย 1์/๑
-3.0;763;ย 1์/๑;-3.0;764.0;ย 1์/๑
-1.0;765;ั 2์/๑;-2.0;765.0;ั 2์/๑
-1.0;760;Þว 3์/๑;-1.0;759.0;Þว 3์/๑
1.0;759;-;1.0;759.0;-
0.0;759;ย 2์/๑;-1.0;758.0;ย 2์/๑
3.0;758;Þย 2์/๑;0.0;759.0;Þย 2์/๑
4.0;761;ย 3์/๑;0.0;764.0;ย 3์/๑
2.0;764;ย 3์/๑;0.0;765.0;ย 3์/๑
1.0;762;ย 2์/๑;-2.0;762.0;ย 2์/๑
1.0;759;ย 3์/๑;-1.0;759.0;ย 3์/๑
0.0;757;ย 4์/๑;-2.0;757.0;ย 4์/๑
-1.0;757;-;-2.0;756.0;-
0.0;750;Þย 2์/๑;1.0;749.0;Þย 2์/๑
1.0;747;ย 1์/๑;1.0;746.0;ย 1์/๑
1.0;747;ัว 1์/๑;0.0;746.0;ัว 1์/๑
0.0;738;Þย 2์/๑;0.0;737.0;Þย 2์/๑
1.0;744;-;1.0;747.0;-
1.0;750;Þว 2์/๑;1.0;748.0;Þว 2์/๑
3.0;747;Þ 2์/๑;2.0;746.0;Þ 2์/๑
3.0;745;Þ 1์/๑;3.0;747.0;Þ 1์/๑
4.0;748;Þว 2์/๑;4.0;749.0;Þว 2์/๑
5.0;751;Þว 1์/๑;5.0;753.0;Þว 1์/๑
7.0;752;Þว 2์/๑;5.0;752.0;Þว 2์/๑
3.0;753;Þ 2์/๑;4.0;753.0;Þ 2์/๑
3.0;758;ัว 1์/๑;1.0;761.0;ัว 1์/๑
1.0;762;Þ 2์/๑;1.0;761.0;Þ 2์/๑
1.0;755;ว 4์/๑;1.0;753.0;ว 4์/๑
0.0;752;ว 3์/๑;0.0;753.0;ว 3์/๑
-3.0;759;ัย 3์/๑;-5.0;759.0;ัย 3์/๑
-8.0;763;ั 1์/๑;-12.0;765.0;ั 1์/๑
-12.0;766;ย 2์/๑;-12.0;766.0;ย 2์/๑
-9.0;765;ว 3์/๑;-10.0;764.0;ว 3์/๑
-8.0;760;ว 3์/๑;-9.0;759.0;ว 3์/๑
-7.0;761;-;-9.0;762.0;-
-10.0;762;ย 1์/๑;-12.0;761.0;ย 1์/๑
-10.0;758;ย 2์/๑;-10.0;756.0;ย 2์/๑
-9.0;747;ย 1์/๑;-9.0;744.0;ย 1์/๑
-11.0;747;ั 1์/๑;-19.0;750.0;ั 1์/๑
-23.0;754;ั 2์/๑;-25.0;753.0;ั 2์/๑
-24.0;755;ัว 1์/๑;-28.0;758.0;ัว 1์/๑
-25.0;761;-;-26.0;761.0;-
-22.0;755;-;-20.0;753.0;-
-13.0;751;ัย 2์/๑;-16.0;752.0;ัย 2์/๑
-15.0;755;ัย 1์/๑;-16.0;756.0;ัย 1์/๑
-11.0;755;ย 3์/๑;-8.0;753.0;ย 3์/๑
-7.0;753;Þย 1์/๑;-6.0;756.0;Þย 1์/๑
-12.0;764;-;-14.0;764.0;-
-9.0;761;Þ 3์/๑;-8.0;759.0;Þ 3์/๑
-4.0;756;Þ 3์/๑;-4.0;755.0;Þ 3์/๑
-3.0;752;-;-3.0;750.0;-
-2.0;740;Þย 5์/๑;-1.0;737.0;Þย 5์/๑
1.0;744;Þว 4์/๑;-1.0;753.0;Þว 4์/๑
-2.0;742;ย 2์/๑;0.0;739.0;ย 2์/๑
-2.0;741;Þย 2์/๑;-1.0;741.0;Þย 2์/๑
-2.0;746;Þย 2์/๑;-4.0;745.0;Þย 2์/๑
-4.0;745;ย 3์/๑;-1.0;742.0;ย 3์/๑
-5.0;743;ย 2์/๑;-6.0;741.0;ย 2์/๑
-3.0;734;ย 1์/๑;0.0;734.0;ย 1์/๑
-17.0;743;ัว 2์/๑;-21.0;747.0;ัว 2์/๑
-19.0;757;ั 1์/๑;-21.0;759.0;ั 1์/๑
-18.0;763;-;-22.0;764.0;-
-17.0;767;ัว 2์/๑;-21.0;767.0;ัว 2์/๑
-20.0;766;ย 2์/๑;-17.0;764.0;ย 2์/๑
-8.0;761;Þ 1์/๑;-8.0;760.0;Þ 1์/๑
-12.0;760;-;-16.0;760.0;-
-14.0;756;Þว 1์/๑;-12.0;756.0;Þว 1์/๑
-11.0;752;Þว 2์/๑;-12.0;750.0;Þว 2์/๑
-7.0;747;ว 3์/๑;-7.0;748.0;ว 3์/๑
-8.0;751;ัว 2์/๑;-12.0;755.0;ัว 2์/๑
-14.0;761;-;-16.0;761.0;-
-17.0;768;-;-20.0;771.0;-
-17.0;774;-;-22.0;774.0;-
-18.0;770;ว 2์/๑;-21.0;770.0;ว 2์/๑
-17.0;769;ย 1์/๑;-19.0;769.0;ย 1์/๑
-17.0;770;ย 1์/๑;-17.0;770.0;ย 1์/๑
-15.0;767;-;-19.0;765.0;-
-20.0;763;-;-26.0;764.0;-
-22.0;762;-;-27.0;762.0;-
-19.0;761;-;-21.0;760.0;-
-14.0;761;ย 2์/๑;-13.0;761.0;ย 2์/๑
-7.0;761;ย 4์/๑;-10.0;764.0;ย 4์/๑
-12.0;762;ย 3์/๑;-15.0;759.0;ย 3์/๑
-14.0;749;ย 2์/๑;-16.0;747.0;ย 2์/๑
-15.0;748;ย 1์/๑;-20.0;750.0;ย 1์/๑
-16.0;750;ย 4์/๑;-12.0;750.0;ย 4์/๑
-7.0;757;ย 1์/๑;-7.0;758.0;ย 1์/๑
-5.0;758;Þย 3์/๑;-6.0;759.0;Þย 3์/๑
-7.0;759;ย 3์/๑;-9.0;760.0;ย 3์/๑
-11.0;764;ย 3์/๑;-14.0;766.0;ย 3์/๑
-9.0;772;ย 2์/๑;-12.0;773.0;ย 2์/๑
-9.0;770;-;-13.0;768.0;-
-10.0;767;ัว 1์/๑;-16.0;767.0;ัว 1์/๑
-11.0;767;ว 1์/๑;-16.0;767.0;ว 1์/๑
-13.0;767;ย 2์/๑;-15.0;767.0;ย 2์/๑
-14.0;770;ย 4์/๑;-16.0;770.0;ย 4์/๑
-15.0;774;Þย 2์/๑;-18.0;775.0;Þย 2์/๑
-16.0;776;Þย 2์/๑;-19.0;776.0;Þย 2์/๑
-12.0;776;ย 1์/๑;-16.0;776.0;ย 1์/๑
-10.0;773;ว 1์/๑;-15.0;770.0;ว 1์/๑
-10.0;764;ย 3์/๑;-13.0;761.0;ย 3์/๑
-10.0;752;Þย 3์/๑;-9.0;749.0;Þย 3์/๑
-7.0;740;ย 2์/๑;-7.0;736.0;ย 2์/๑
-6.0;740;ัว 4์/๑;-10.0;743.0;ัว 4์/๑
-9.0;751;ว 1์/๑;-14.0;751.0;ว 1์/๑
-11.0;746;ว 3์/๑;-12.0;748.0;ว 3์/๑
-4.0;745;ว 2์/๑;-8.0;746.0;ว 2์/๑
-12.0;743;ย 3์/๑;-12.0;743.0;ย 3์/๑
-9.0;743;ย 4์/๑;-10.0;743.0;ย 4์/๑
-7.0;743;ย 3์/๑;-8.0;745.0;ย 3์/๑
-5.0;746;ัย 2์/๑;-6.0;747.0;ัย 2์/๑
-3.0;749;-;-3.0;750.0;-
-3.0;754;-;-5.0;755.0;-
-3.0;755;Þว 2์/๑;-7.0;755.0;Þว 2์/๑
-6.0;755;ัว 2์/๑;-10.0;756.0;ัว 2์/๑
-8.0;758;ย 1์/๑;-10.0;758.0;ย 1์/๑
-6.0;755;ย 3์/๑;-8.0;753.0;ย 3์/๑
-4.0;752;ย 1์/๑;-5.0;752.0;ย 1์/๑
-4.0;750;Þย 2์/๑;-6.0;748.0;Þย 2์/๑
0.0;747;Þว 2์/๑;-4.0;750.0;Þว 2์/๑
-5.0;753;ย 2์/๑;-6.0;752.0;ย 2์/๑
-4.0;749;ย 2์/๑;-4.0;747.0;ย 2์/๑
-3.0;740;ั 1์/๑;-5.0;742.0;ั 1์/๑
-6.0;749;ัว 2์/๑;-11.0;750.0;ัว 2์/๑
-4.0;751;Þว 2์/๑;-8.0;750.0;Þว 2์/๑
-3.0;746;ว 4์/๑;-4.0;749.0;ว 4์/๑
-1.0;751;Þ 2์/๑;-5.0;749.0;Þ 2์/๑
0.0;737;Þว 4์/๑;-1.0;738.0;Þว 4์/๑
0.0;738;ว 2์/๑;-2.0;738.0;ว 2์/๑
0.0;742;Þว 4์/๑;-4.0;744.0;Þว 4์/๑
1.0;738;Þว 3์/๑;-4.0;740.0;Þว 3์/๑
-5.0;746;ว 3์/๑;-7.0;748.0;ว 3์/๑
-4.0;754;Þว 2์/๑;-10.0;755.0;Þว 2์/๑
-7.0;755;ว 4์/๑;-11.0;755.0;ว 4์/๑
-2.0;746;Þว 2์/๑;-4.0;749.0;Þว 2์/๑
3.0;746;Þว 1์/๑;1.0;745.0;Þว 1์/๑
3.0;741;ว 3์/๑;2.0;739.0;ว 3์/๑
2.0;744;ัว 4์/๑;-3.0;749.0;ัว 4์/๑
1.0;749;Þว 4์/๑;-1.0;747.0;Þว 4์/๑
0.0;749;ั 2์/๑;-4.0;752.0;ั 2์/๑
0.0;758;ัว 3์/๑;-4.0;759.0;ัว 3์/๑
1.0;758;ว 5์/๑;-2.0;758.0;ว 5์/๑
4.0;758;Þ 2์/๑;-1.0;758.0;Þ 2์/๑
5.0;758;ย 2์/๑;0.0;758.0;ย 2์/๑
5.0;757;ย 2์/๑;2.0;757.0;ย 2์/๑
8.0;757;Þย 2์/๑;4.0;757.0;Þย 2์/๑
10.0;757;ย 3์/๑;6.0;758.0;ย 3์/๑
9.0;759;Þย 2์/๑;5.0;759.0;Þย 2์/๑
8.0;758;ั 2์/๑;6.0;757.0;ั 2์/๑
12.0;757;ัย 2์/๑;7.0;756.0;ัย 2์/๑
11.0;756;ัย 2์/๑;8.0;755.0;ัย 2์/๑
12.0;755;ัย 3์/๑;;;
4.0;759;ย 3์/๑;1.0;760.0;ย 3์/๑
4.0;761;ย 3์/๑;0.0;761.0;ย 3์/๑
6.0;758;ย 2์/๑;3.0;757.0;ย 2์/๑
9.0;755;ย 3์/๑;5.0;755.0;ย 3์/๑
9.0;754;ั 3์/๑;5.0;753.0;ั 3์/๑
12.0;753;ัย 3์/๑;7.0;753.0;ัย 3์/๑
9.0;752;ัว 2์/๑;4.0;752.0;ัว 2์/๑
8.0;749;ัว 3์/๑;2.0;751.0;ัว 3์/๑
11.0;752;Þว 2์/๑;8.0;751.0;Þว 2์/๑
13.0;751;ว 2์/๑;9.0;752.0;ว 2์/๑
17.0;752;Þ 3์/๑;10.0;752.0;Þ 3์/๑
13.0;748;Þว 1์/๑;11.0;750.0;Þว 1์/๑
17.0;749;ัว 3์/๑;12.0;750.0;ัว 3์/๑
20.0;750;Þว 3์/๑;16.0;751.0;Þว 3์/๑
21.0;751;Þย 2์/๑;17.0;750.0;Þย 2์/๑
23.0;747;Þ 4์/๑;19.0;746.0;Þ 4์/๑
18.0;748;ว 4์/๑;13.0;752.0;ว 4์/๑
14.0;758;Þว 3์/๑;10.0;758.0;Þว 3์/๑
17.0;752;Þว 3์/๑;12.0;749.0;Þว 3์/๑
11.0;749;ั 3์/๑;4.0;749.0;ั 3์/๑
5.0;750;ัย 2์/๑;1.0;752.0;ัย 2์/๑
11.0;749;ัว 5์/๑;8.0;749.0;ัว 5์/๑
15.0;747;ว 4์/๑;10.0;748.0;ว 4์/๑
17.0;751;Þว 2์/๑;14.0;750.0;Þว 2์/๑
17.0;752;Þ 3์/๑;15.0;752.0;Þ 3์/๑
20.0;753;ว 3์/๑;19.0;752.0;ว 3์/๑
21.0;754;ว 2์/๑;21.0;754.0;ว 2์/๑
26.0;755;Þว 3์/๑;18.0;755.0;Þว 3์/๑
28.0;754;ว 1์/๑;19.0;752.0;ว 1์/๑
29.0;752;ัว 2์/๑;21.0;752.0;ัว 2์/๑
30.0;751;ว 2์/๑;24.0;750.0;ว 2์/๑
27.0;753;ัย 3์/๑;20.0;753.0;ัย 3์/๑
26.0;751;ย 3์/๑;22.0;751.0;ย 3์/๑
